Ship_Type,Ship_Mode_Detail,Segment,Country,City,State,County_or_State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin (%),Unit Selling Price (After Discount),Profit per Unit,Estimated List Price (Before Discount),Discount Impact (Revenue Lost Due to Discount)
First,Class,Corporate,United,States,Chicago,Illinois,60653,Central,Furniture,Bookcases,825.174,9,30%,-117.882,-14%,91.686,-13.098,130.98,353.646
Standard,Class,Consumer,United,States,Jackson,Mississippi,39212,South,Technology,Accessories,66.3,3,0%,8.619,13%,22.1,2.873,22.1,0
Standard,Class,Consumer,United,States,Dallas,Texas,75081,Central,Technology,Phones,657.552,6,20%,49.3164,8%,109.592,8.2194,136.99,164.388
Standard,Class,Consumer,United,States,Orlando,Florida,32839,South,Technology,Accessories,87.168,3,20%,10.896,13%,29.056,3.632,36.32,21.792
First,Class,Consumer,United,States,Columbus,Ohio,43229,East,Furniture,Furnishings,5.352,3,20%,1.6056,30%,1.784,0.5352,2.23,1.338
First,Class,Consumer,United,States,Columbus,Ohio,43229,East,Furniture,Chairs,99.372,2,30%,-7.098,-7%,49.686,-3.549,70.98,42.588
Standard,Class,Consumer,United,States,Jackson,Mississippi,39212,South,Furniture,Tables,2430.08,8,0%,388.8128,16%,303.76,48.6016,303.76,0
Standard,Class,Corporate,United,States,Jackson,Michigan,49201,Central,Furniture,Tables,801.96,2,0%,200.49,25%,400.98,100.245,400.98,0
Standard,Class,Corporate,United,States,Jackson,Michigan,49201,Central,Furniture,Chairs,191.96,2,0%,32.6332,17%,95.98,16.3166,95.98,0
Second,Class,Consumer,United,States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,64.704,6,20%,-4.8528,-8%,10.784,-0.8088,13.48,16.176
Second,Class,Consumer,United,States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,17.472,3,20%,5.0232,29%,5.824,1.6744,7.28,4.368
Second,Class,Consumer,United,States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,135.516,1,40%,-31.6204,-23%,135.516,-31.6204,225.86,90.344
Standard,Class,Consumer,United,States,Denver,Colorado,80219,West,Technology,Accessories,431.928,9,20%,64.7892,15%,47.992,7.1988,59.99,107.982
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,657.93,5,30%,-93.99,-14%,131.586,-18.798,187.98,281.97
Second,Class,Corporate,United,States,Dallas,Texas,75217,Central,Technology,Accessories,58.416,2,20%,16.7946,29%,29.208,8.3973,36.51,14.604
Standard,Class,Corporate,United,States,Smyrna,Tennessee,37167,South,Technology,Phones,63.936,8,20%,5.5944,9%,7.992,0.6993,9.99,15.984
Standard,Class,Consumer,United,States,Macon,Georgia,31204,South,Furniture,Furnishings,142.4,5,0%,52.688,37%,28.48,10.5376,28.48,0
Second,Class,Consumer,United,States,Detroit,Michigan,48234,Central,Technology,Accessories,104.88,6,0%,41.952,40%,17.48,6.992,17.48,0
Standard,Class,Corporate,United,States,Dublin,Ohio,43017,East,Technology,Accessories,9.096,1,20%,1.7055,19%,9.096,1.7055,11.37,2.274
Standard,Class,Corporate,United,States,Plantation,Florida,33317,South,Furniture,Furnishings,30.88,4,20%,3.86,13%,7.72,0.965,9.65,7.72
Standard,Class,Corporate,United,States,Plantation,Florida,33317,South,Furniture,Furnishings,6.408,3,20%,1.4418,23%,2.136,0.4806,2.67,1.602
Standard,Class,Consumer,United,States,Salem,Oregon,97301,West,Technology,Phones,52.68,3,20%,19.755,38%,17.56,6.585,21.95,13.17
Standard,Class,Consumer,United,States,Salem,Oregon,97301,West,Technology,Accessories,103.92,10,20%,-18.186,-18%,10.392,-1.8186,12.99,25.98
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,127.372,2,30%,-30.9332,-24%,63.686,-15.4666,90.98,54.588
Standard,Class,Consumer,United,States,Clinton,Maryland,20735,East,Technology,Machines,464.97,3,0%,209.2365,45%,154.99,69.7455,154.99,0
Standard,Class,Consumer,United,States,Clinton,Maryland,20735,East,Furniture,Furnishings,181.96,2,0%,20.0156,11%,90.98,10.0078,90.98,0
Second,Class,Corporate,United,States,Denver,Colorado,80219,West,Technology,Machines,59.994,2,70%,-45.9954,-77%,29.997,-22.9977,99.99,139.986
Second,Class,Corporate,United,States,Denver,Colorado,80219,West,Technology,Copiers,439.992,1,20%,164.997,38%,439.992,164.997,549.99,109.998
Second,Class,Corporate,United,States,Denver,Colorado,80219,West,Technology,Phones,87.96,5,20%,30.786,35%,17.592,6.1572,21.99,21.99
Second,Class,Corporate,United,States,Denver,Colorado,80219,West,Furniture,Furnishings,15.488,4,20%,3.6784,24%,3.872,0.9196,4.84,3.872
Second,Class,Corporate,United,States,Toledo,Ohio,43615,East,Furniture,Furnishings,15.168,2,20%,3.792,25%,7.584,1.896,9.48,3.792
Standard,Class,Corporate,United,States,Decatur,Alabama,35601,South,Technology,Copiers,899.97,3,0%,314.9895,35%,299.99,104.9965,299.99,0
Standard,Class,Corporate,United,States,Mesquite,Texas,75150,Central,Furniture,Furnishings,6.368,2,60%,-2.5472,-40%,3.184,-1.2736,7.96,9.552
Standard,Class,Corporate,United,States,Mesquite,Texas,75150,Central,Technology,Accessories,5.544,7,20%,1.6632,30%,0.792,0.2376,0.99,1.386
First,Class,Consumer,United,States,Seattle,Washington,98103,West,Technology,Accessories,11.54,1,0%,3.462,30%,11.54,3.462,11.54,0
First,Class,Consumer,United,States,Seattle,Washington,98103,West,Furniture,Furnishings,162.6,3,0%,34.146,21%,54.2,11.382,54.2,0
Second,Class,Consumer,United,States,Olympia,Washington,98502,West,Furniture,Chairs,603.92,5,20%,45.294,8%,120.784,9.0588,150.98,150.98
Standard,Class,Consumer,United,States,Columbus,Georgia,31907,South,Technology,Accessories,249.95,5,0%,107.4785,43%,49.99,21.4957,49.99,0
Standard,Class,Corporate,United,States,Clinton,Maryland,20735,East,Technology,Phones,499.99,1,0%,129.9974,26%,499.99,129.9974,499.99,0
Standard,Class,Corporate,United,States,Clinton,Maryland,20735,East,Technology,Phones,1259.93,7,0%,327.5818,26%,179.99,46.7974,179.99,0
Same,Day,Consumer,United,States,Newark,Delaware,19711,East,Technology,Phones,129.98,2,0%,62.3904,48%,64.99,31.1952,64.99,0
Standard,Class,Consumer,United,States,Jackson,Michigan,49201,Central,Technology,Phones,10.9,1,0%,3.052,28%,10.9,3.052,10.9,0
Standard,Class,Consumer,United,States,Jackson,Michigan,49201,Central,Technology,Accessories,59.98,2,0%,25.1916,42%,29.99,12.5958,29.99,0
Second,Class,Consumer,United,States,Columbus,Georgia,31907,South,Furniture,Chairs,368.97,3,0%,81.1734,22%,122.99,27.0578,122.99,0
Second,Class,Corporate,United,States,Inglewood,California,90301,West,Furniture,Furnishings,198.46,2,0%,99.23,50%,99.23,49.615,99.23,0
Second,Class,Corporate,United,States,Inglewood,California,90301,West,Technology,Copiers,879.984,2,20%,329.994,38%,439.992,164.997,549.99,219.996
Second,Class,Corporate,United,States,Inglewood,California,90301,West,Furniture,Chairs,230.28,3,20%,23.028,10%,76.76,7.676,95.95,57.57
First,Class,Corporate,United,States,Odessa,Texas,79762,Central,Furniture,Chairs,563.43,5,30%,-56.343,-10%,112.686,-11.2686,160.98,241.47
Standard,Class,Corporate,United,States,Houston,Texas,77036,Central,Furniture,Tables,99.372,2,30%,-1.4196,-1%,49.686,-0.7098,70.98,42.588
Second,Class,Corporate,United,States,Hialeah,Florida,33012,South,Furniture,Chairs,1013.832,9,20%,101.3832,10%,112.648,11.2648,140.81,253.458
Second,Class,Consumer,United,States,Miami,Florida,33180,South,Technology,Accessories,383.976,3,20%,81.5949,21%,127.992,27.1983,159.99,95.994
Second,Class,Consumer,United,States,Miami,Florida,33180,South,Technology,Accessories,335.944,7,20%,41.993,13%,47.992,5.999,59.99,83.986
Second,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,269.982,3,40%,40.4973,15%,89.994,13.4991,149.99,179.988
Standard,Class,Corporate,United,States,Plantation,Florida,33317,South,Furniture,Chairs,523.92,5,20%,-72.039,-14%,104.784,-14.4078,130.98,130.98
Standard,Class,Corporate,United,States,Plantation,Florida,33317,South,Technology,Phones,100.792,1,20%,10.0792,10%,100.792,10.0792,125.99,25.198
Standard,Class,Corporate,United,States,Plantation,Florida,33317,South,Furniture,Chairs,146.136,3,20%,16.4403,11%,48.712,5.4801,60.89,36.534
Same,Day,Consumer,United,States,Jacksonville,Florida,32216,South,Technology,Phones,823.96,5,20%,51.4975,6%,164.792,10.2995,205.99,205.99
Standard,Class,Consumer,United,States,Mobile,Alabama,36608,South,Furniture,Tables,801.96,2,0%,200.49,25%,400.98,100.245,400.98,0
Standard,Class,Consumer,United,States,Mobile,Alabama,36608,South,Technology,Phones,59.97,3,0%,0,0%,19.99,0,19.99,0
Standard,Class,Consumer,United,States,Mobile,Alabama,36608,South,Furniture,Chairs,1056.86,7,0%,306.4894,29%,150.98,43.7842,150.98,0
Standard,Class,Corporate,United,States,Detroit,Michigan,48234,Central,Furniture,Chairs,1458.65,5,0%,423.0085,29%,291.73,84.6017,291.73,0
Standard,Class,Corporate,United,States,Detroit,Michigan,48234,Central,Furniture,Chairs,26.64,1,0%,7.4592,28%,26.64,7.4592,26.64,0
Standard,Class,Corporate,United,States,Detroit,Michigan,48234,Central,Furniture,Chairs,476.8,2,0%,119.2,25%,238.4,59.6,238.4,0
Standard,Class,Consumer,United,States,Dover,Delaware,19901,East,Furniture,Furnishings,76.14,3,0%,26.649,35%,25.38,8.883,25.38,0
Same,Day,Corporate,United,States,Columbus,Ohio,43229,East,Technology,Phones,1049.97,5,40%,-209.994,-20%,209.994,-41.9988,349.99,699.98
Same,Day,Corporate,United,States,Columbus,Ohio,43229,East,Furniture,Chairs,611.058,3,30%,-34.9176,-6%,203.686,-11.6392,290.98,261.882
Standard,Class,Corporate,United,States,Bristol,Tennessee,37620,South,Furniture,Chairs,170.352,3,20%,10.647,6%,56.784,3.549,70.98,42.588
First,Class,Consumer,United,States,Fayetteville,Arkansas,72701,South,Technology,Accessories,34.95,5,0%,15.378,44%,6.99,3.0756,6.99,0
Same,Day,Consumer,United,States,Thornton,Colorado,80229,West,Technology,Accessories,447.944,7,20%,89.5888,20%,63.992,12.7984,79.99,111.986
Standard,Class,Consumer,United,States,Champaign,Illinois,61821,Central,Furniture,Furnishings,151.96,5,60%,-182.352,-120%,30.392,-36.4704,75.98,227.94
Second,Class,Consumer,United,States,Lawrence,Indiana,46226,Central,Technology,Accessories,155.34,6,0%,55.9224,36%,25.89,9.3204,25.89,0
Standard,Class,Consumer,United,States,Gilbert,Arizona,85234,West,Furniture,Furnishings,364.704,6,20%,-36.4704,-10%,60.784,-6.0784,75.98,91.176
Standard,Class,Consumer,United,States,Gilbert,Arizona,85234,West,Furniture,Furnishings,40.256,4,20%,11.0704,28%,10.064,2.7676,12.58,10.064
Second,Class,Consumer,United,States,Bloomington,Indiana,47401,Central,Technology,Phones,134.85,3,0%,37.758,28%,44.95,12.586,44.95,0
Standard,Class,Consumer,United,States,Roswell,Georgia,30076,South,Technology,Phones,239.97,3,0%,67.1916,28%,79.99,22.3972,79.99,0
Standard,Class,Consumer,United,States,Houston,Texas,77036,Central,Technology,Accessories,279.944,7,20%,48.9902,18%,39.992,6.9986,49.99,69.986
First,Class,Consumer,United,States,Toledo,Ohio,43615,East,Technology,Accessories,127.984,2,20%,25.5968,20%,63.992,12.7984,79.99,31.996
First,Class,Consumer,United,States,Pearland,Texas,77581,Central,Technology,Phones,470.376,3,20%,52.9173,11%,156.792,17.6391,195.99,117.594
Standard,Class,Consumer,United,States,Phoenix,Arizona,85023,West,Furniture,Tables,801.6,5,50%,-448.896,-56%,160.32,-89.7792,320.64,801.6
Standard,Class,Consumer,United,States,Phoenix,Arizona,85023,West,Furniture,Chairs,161.568,2,20%,10.098,6%,80.784,5.049,100.98,40.392
Standard,Class,Consumer,United,States,Phoenix,Arizona,85023,West,Furniture,Chairs,311.976,3,20%,-42.8967,-14%,103.992,-14.2989,129.99,77.994
Second,Class,Consumer,United,States,Chicago,Illinois,60610,Central,Technology,Phones,359.976,3,20%,35.9976,10%,119.992,11.9992,149.99,89.994
Standard,Class,Consumer,United,States,Seattle,Washington,98103,West,Furniture,Furnishings,35.34,2,0%,13.4292,38%,17.67,6.7146,17.67,0
First,Class,Consumer,United,States,Harlingen,Texas,78550,Central,Furniture,Bookcases,241.332,5,32%,-14.196,-6%,48.2664,-2.8392,70.98,113.568
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,47.984,2,20%,13.1956,28%,23.992,6.5978,29.99,11.996
Standard,Class,Consumer,United,States,Bakersfield,California,93309,West,Technology,Phones,201.584,2,20%,12.599,6%,100.792,6.2995,125.99,50.396
Same,Day,Consumer,United,States,Greenwood,Indiana,46142,Central,Furniture,Chairs,1424.9,5,0%,356.225,25%,284.98,71.245,284.98,0
Standard,Class,Corporate,United,States,Denver,Colorado,80219,West,Technology,Phones,159.984,2,20%,13.9986,9%,79.992,6.9993,99.99,39.996
Standard,Class,Consumer,United,States,Detroit,Michigan,48205,Central,Furniture,Furnishings,5.47,1,0%,2.3521,43%,5.47,2.3521,5.47,0
Standard,Class,Consumer,United,States,Nashville,Tennessee,37211,South,Furniture,Furnishings,44.76,3,20%,14.547,33%,14.92,4.849,18.65,11.19
Standard,Class,Corporate,United,States,Detroit,Michigan,48227,Central,Technology,Phones,149.95,5,0%,44.985,30%,29.99,8.997,29.99,0
First,Class,Consumer,United,States,Richmond,Virginia,23223,South,Furniture,Furnishings,39.92,4,0%,11.1776,28%,9.98,2.7944,9.98,0
Standard,Class,Consumer,United,States,Lakewood,California,90712,West,Furniture,Bookcases,257.499,3,15%,24.2352,9%,85.833,8.0784,100.98,45.441
Standard,Class,Corporate,United,States,Columbia,Tennessee,38401,South,Furniture,Furnishings,79.12,5,20%,13.846,18%,15.824,2.7692,19.78,19.78
Standard,Class,Corporate,United,States,Tampa,Florida,33614,South,Furniture,Furnishings,63.552,3,20%,14.2992,23%,21.184,4.7664,26.48,15.888
Standard,Class,Consumer,United,States,Kenosha,Wisconsin,53142,Central,Furniture,Bookcases,512.94,3,0%,97.4586,19%,170.98,32.4862,170.98,0
Standard,Class,Consumer,United,States,Kenosha,Wisconsin,53142,Central,Furniture,Chairs,860.93,7,0%,189.4046,22%,122.99,27.0578,122.99,0
Standard,Class,Consumer,United,States,Kenosha,Wisconsin,53142,Central,Technology,Phones,769.95,5,0%,223.2855,29%,153.99,44.6571,153.99,0
Standard,Class,Consumer,United,States,Kenosha,Wisconsin,53142,Central,Furniture,Furnishings,373.08,6,0%,82.0776,22%,62.18,13.6796,62.18,0
Standard,Class,Consumer,United,States,Roswell,Georgia,30076,South,Technology,Accessories,101.94,6,0%,21.4074,21%,16.99,3.5679,16.99,0
Standard,Class,Consumer,United,States,Atlanta,Georgia,30318,South,Technology,Accessories,251.91,9,0%,47.8629,19%,27.99,5.3181,27.99,0
Standard,Class,Consumer,United,States,Chester,Pennsylvania,19013,East,Furniture,Chairs,170.058,3,30%,-4.8588,-3%,56.686,-1.6196,80.98,72.882
Standard,Class,Consumer,United,States,Chester,Pennsylvania,19013,East,Technology,Phones,82.782,3,40%,-15.1767,-18%,27.594,-5.0589,45.99,55.188
Standard,Class,Consumer,United,States,Chester,Pennsylvania,19013,East,Furniture,Chairs,853.93,5,30%,0,0%,170.786,0,243.98,365.97
First,Class,Corporate,United,States,Bedford,Texas,76021,Central,Technology,Phones,153.584,2,20%,13.4386,9%,76.792,6.7193,95.99,38.396
Standard,Class,Consumer,United,States,Lafayette,Louisiana,70506,South,Technology,Machines,479.97,3,0%,239.985,50%,159.99,79.995,159.99,0
Standard,Class,Consumer,United,States,Lafayette,Louisiana,70506,South,Furniture,Chairs,232.88,4,0%,60.5488,26%,58.22,15.1372,58.22,0
Same,Day,Corporate,United,States,Lorain,Ohio,44052,East,Technology,Accessories,383.952,6,20%,76.7904,20%,63.992,12.7984,79.99,95.988
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,409.272,2,40%,-81.8544,-20%,204.636,-40.9272,341.06,272.848
Standard,Class,Corporate,United,States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,67.176,1,40%,-20.1528,-30%,67.176,-20.1528,111.96,44.784
Standard,Class,Consumer,United,States,Oakland,California,94601,West,Technology,Phones,72.744,7,20%,-15.4581,-21%,10.392,-2.2083,12.99,18.186
Standard,Class,Consumer,United,States,Oakland,California,94601,West,Furniture,Chairs,572.16,3,20%,35.76,6%,190.72,11.92,238.4,143.04
Standard,Class,Consumer,United,States,Chicago,Illinois,60610,Central,Technology,Accessories,68.112,3,20%,17.8794,26%,22.704,5.9598,28.38,17.028
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,39.992,1,20%,7.4985,19%,39.992,7.4985,49.99,9.998
First,Class,Consumer,United,States,Dallas,Texas,75081,Central,Furniture,Bookcases,156.3728,2,32%,-52.8908,-34%,78.1864,-26.4454,114.98,73.5872
Standard,Class,Consumer,United,States,Miramar,Florida,33023,South,Furniture,Furnishings,220.064,4,20%,55.016,25%,55.016,13.754,68.77,55.016
Standard,Class,Consumer,United,States,Miramar,Florida,33023,South,Furniture,Furnishings,339.136,4,20%,0,0%,84.784,0,105.98,84.784
Second,Class,Corporate,United,States,Sacramento,California,95823,West,Technology,Phones,302.384,2,20%,30.2384,10%,151.192,15.1192,188.99,75.596
Standard,Class,Consumer,United,States,Jonesboro,Arkansas,72401,South,Furniture,Bookcases,638.82,9,0%,172.4814,27%,70.98,19.1646,70.98,0
Standard,Class,Consumer,United,States,Florence,Kentucky,41042,South,Technology,Machines,3080,7,0%,1416.8,46%,440,202.4,440,0
Standard,Class,Consumer,United,States,Florence,Kentucky,41042,South,Technology,Accessories,79.96,4,0%,18.3908,23%,19.99,4.5977,19.99,0
Standard,Class,Consumer,United,States,Florence,Kentucky,41042,South,Technology,Phones,587.97,3,0%,170.5113,29%,195.99,56.8371,195.99,0
Standard,Class,Corporate,United,States,Detroit,Michigan,48227,Central,Technology,Phones,73.98,2,0%,19.9746,27%,36.99,9.9873,36.99,0
Standard,Class,Corporate,United,States,Detroit,Michigan,48227,Central,Furniture,Bookcases,160.98,1,0%,20.9274,13%,160.98,20.9274,160.98,0
Standard,Class,Corporate,United,States,Houston,Texas,77095,Central,Technology,Phones,158.376,3,20%,13.8579,9%,52.792,4.6193,65.99,39.594
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,19.04,4,20%,-1.428,-8%,4.76,-0.357,5.95,4.76
Second,Class,Consumer,United,States,Jacksonville,Florida,32216,South,Furniture,Furnishings,91.032,3,20%,-2.2758,-3%,30.344,-0.7586,37.93,22.758
Standard,Class,Consumer,United,States,Chesapeake,Virginia,23320,South,Technology,Machines,209.97,3,0%,90.2871,43%,69.99,30.0957,69.99,0
First,Class,Consumer,United,States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,79.12,5,20%,13.846,18%,15.824,2.7692,19.78,19.78
Standard,Class,Consumer,United,States,Austin,Texas,78745,Central,Technology,Accessories,55.2,1,20%,-2.07,-4%,55.2,-2.07,69,13.8
Second,Class,Consumer,United,States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,47.984,2,20%,0.5998,1%,23.992,0.2999,29.99,11.996
First,Class,Corporate,United,States,Aurora,Colorado,80013,West,Technology,Accessories,169.064,7,20%,-14.7931,-9%,24.152,-2.1133,30.19,42.266
First,Class,Consumer,United,States,Pasadena,California,91104,West,Furniture,Chairs,433.568,2,20%,-65.0352,-15%,216.784,-32.5176,270.98,108.392
First,Class,Corporate,United,States,Franklin,Massachusetts,2038,East,Furniture,Bookcases,81.94,1,0%,20.485,25%,81.94,20.485,81.94,0
First,Class,Consumer,United,States,Baltimore,Maryland,21215,East,Technology,Accessories,98.16,6,0%,9.816,10%,16.36,1.636,16.36,0
Standard,Class,Consumer,United,States,Newark,Delaware,19711,East,Technology,Copiers,10499.97,3,0%,5039.9856,48%,3499.99,1679.9952,3499.99,0
Standard,Class,Corporate,United,States,Boise,Idaho,83704,West,Furniture,Tables,696.42,2,0%,160.1766,23%,348.21,80.0883,348.21,0
Standard,Class,Corporate,United,States,Boise,Idaho,83704,West,Technology,Phones,304.776,3,20%,22.8582,8%,101.592,7.6194,126.99,76.194
Second,Class,Consumer,United,States,Seattle,Washington,98103,West,Technology,Machines,385.8,5,20%,130.2075,34%,77.16,26.0415,96.45,96.45
Second,Class,Consumer,United,States,Seattle,Washington,98103,West,Furniture,Bookcases,174.42,3,0%,41.8608,24%,58.14,13.9536,58.14,0
